title,url,procedure_id,page_number,description
Clearance of fish at La Corniche border (simplified declaration),https://rwandatrade.rw/procedure/486?l=en,486,5,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of fish at Mombasa Port - Home consumption,https://rwandatrade.rw/procedure/814?l=en,814,5,"Home consumption entry is done in order to pay duties, taxes and fee collected by customs before goods are allowed to be used within the country without any subsequent tax due."
Clearance of fish at Mombasa Port - Warehouse regime,https://rwandatrade.rw/procedure/815?l=en,815,5,Any warehouse operator may allowed by the Customs department to keep imported dutiable goods in bonded warehouse duly licensed without payment of duty on first importation. Goods shall be entered and exited a bonded warehouse under customs control.
Clearance of fish at Nemba border,https://rwandatrade.rw/procedure/674?l=en,674,5,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of fish at Nemba border (simplified declaration),https://rwandatrade.rw/procedure/675?l=en,675,5,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of fish at Poids Lourds border,https://rwandatrade.rw/procedure/463?l=en,463,5,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of fish at Poids Lourds border (simplified declaration),https://rwandatrade.rw/procedure/488?l=en,488,5,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of fish at Rusizi I border,https://rwandatrade.rw/procedure/464?l=en,464,5,
Clearance of fish at Rusizi I border (simplified declaration),https://rwandatrade.rw/procedure/489?l=en,489,5,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of fish at Rusizi II border,https://rwandatrade.rw/procedure/465?l=en,465,5,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of fish at Rusizi II border (simplified declaration),https://rwandatrade.rw/procedure/490?l=en,490,5,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of fish at Rusumo border,https://rwandatrade.rw/procedure/461?l=en,461,5,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of fish at Rusumo border (simplified declaration),https://rwandatrade.rw/procedure/487?l=en,487,5,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of fruit juices at Cyanika border,https://rwandatrade.rw/procedure/640?l=en,640,5,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of fruit juices at Cyanika border (simplified declaration),https://rwandatrade.rw/procedure/641?l=en,641,5,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of fruit juices at Dar Es Salaam Port - Home consumption,https://rwandatrade.rw/procedure/818?l=en,818,5,
Clearance of fruit juices at Dar Es Salaam Port - Warehousing regime,https://rwandatrade.rw/procedure/819?l=en,819,5,
Clearance of fruit juices at Gatuna border,https://rwandatrade.rw/procedure/567?l=en,567,5,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of fruit juices at Gatuna border (simplified declaration),https://rwandatrade.rw/procedure/575?l=en,575,5,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of fruit juices at Gikondo Inland Customs Office,https://rwandatrade.rw/procedure/566?l=en,566,5,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of fruit juices at Gikondo Inland customs Office (simplified declaration),https://rwandatrade.rw/procedure/584?l=en,584,5,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of fruit juices at Kagitumba border,https://rwandatrade.rw/procedure/568?l=en,568,5,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of fruit juices at Kagitumba border (simplified declaration),https://rwandatrade.rw/procedure/576?l=en,576,5,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of fruit juices at La Corniche border,https://rwandatrade.rw/procedure/570?l=en,570,5,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of fruit juices at La Corniche border (simplified declaration),https://rwandatrade.rw/procedure/578?l=en,578,5,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of fruit juices at Mombasa Port - Home consumption,https://rwandatrade.rw/procedure/574?l=en,574,5,"Home consumption entry is done in order to pay duties, taxes and fee collected by customs before goods are allowed to be used within the country without any subsequent tax due."
Clearance of fruit juices at Mombasa Port - Warehouse regime,https://rwandatrade.rw/procedure/582?l=en,582,5,
Clearance of fruit juices at Nemba border,https://rwandatrade.rw/procedure/673?l=en,673,5,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of fruit juices at Nemba border (simplified declaration),https://rwandatrade.rw/procedure/672?l=en,672,5,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of fruit juices at Poids Lourds border,https://rwandatrade.rw/procedure/571?l=en,571,6,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of fruit juices at Poids Lourds border (simplified declaration),https://rwandatrade.rw/procedure/579?l=en,579,6,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of fruit juices at Rusizi I border,https://rwandatrade.rw/procedure/572?l=en,572,6,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of fruit juices at Rusizi I border (simplified declaration),https://rwandatrade.rw/procedure/580?l=en,580,6,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of fruit juices at Rusizi II border,https://rwandatrade.rw/procedure/573?l=en,573,6,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of fruit juices at Rusizi II border (simplified declaration),https://rwandatrade.rw/procedure/581?l=en,581,6,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of fruit juices at Rusumo border,https://rwandatrade.rw/procedure/569?l=en,569,6,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of fruit juices at Rusumo border (simplified declaration),https://rwandatrade.rw/procedure/577?l=en,577,6,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of medical equipment at Cyanika border,https://rwandatrade.rw/procedure/856?l=en,856,6,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of medical equipment at Cyanika border (simplified declaration),https://rwandatrade.rw/procedure/870?l=en,870,6,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of medical equipment at Dar Es Salaam Port - Home consumption,https://rwandatrade.rw/procedure/865?l=en,865,6,"Home consumption entry is done in order to pay duties, taxes and fee collected by customs before goods are allowed to be used within the country without any subsequent tax due."
Clearance of medical equipment at Dar Es Salaam Port - Warehousing regime,https://rwandatrade.rw/procedure/866?l=en,866,6,"Home consumption entry is done in order to pay duties, taxes and fee collected by customs before goods are allowed to be used within the country without any subsequent tax due."
Clearance of medical equipment at Gatuna border,https://rwandatrade.rw/procedure/854?l=en,854,6,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of medical equipment at Gatuna border (simplified declaration),https://rwandatrade.rw/procedure/868?l=en,868,6,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of medical equipment at Gikondo Inland Customs Office,https://rwandatrade.rw/procedure/853?l=en,853,6,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of medical equipment at Gikondo Inland customs Office (simplified declaration),https://rwandatrade.rw/procedure/867?l=en,867,6,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of medical equipment at Kagitumba border,https://rwandatrade.rw/procedure/855?l=en,855,6,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of medical equipment at Kagitumba border (simplified declaration),https://rwandatrade.rw/procedure/869?l=en,869,6,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of medical equipment at La Corniche border,https://rwandatrade.rw/procedure/859?l=en,859,6,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of medical equipment at La Corniche border (simplified declaration),https://rwandatrade.rw/procedure/873?l=en,873,6,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of medical equipment at Mombasa Port - Home consumption,https://rwandatrade.rw/procedure/862?l=en,862,6,"Home consumption entry is done in order to pay duties, taxes and fee collected by customs before goods are allowed to be used within the country without any subsequent tax due."
Clearance of medical equipment at Mombasa Port - Warehouse regime,https://rwandatrade.rw/procedure/864?l=en,864,6,Any warehouse operator may allowed by the Customs department to keep imported dutiable goods in bonded warehouse duly licensed without payment of duty on first importation. Goods shall be entered and exited a bonded warehouse under customs control.
Clearance of medical equipment at Nemba border,https://rwandatrade.rw/procedure/858?l=en,858,6,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of medical equipment at Nemba border (simplified declaration),https://rwandatrade.rw/procedure/872?l=en,872,6,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of medical equipment at Poids Lourd border,https://rwandatrade.rw/procedure/860?l=en,860,6,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of medical equipment at Poids Lourd border (simplified declaration),https://rwandatrade.rw/procedure/874?l=en,874,6,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of medical equipment at Rusizi I border,https://rwandatrade.rw/procedure/863?l=en,863,6,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of medical equipment at Rusizi I border (simplified declaration),https://rwandatrade.rw/procedure/875?l=en,875,6,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of medical equipment at Rusizi II border,https://rwandatrade.rw/procedure/861?l=en,861,6,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of medical equipment at Rusizi II border (simplified declaration),https://rwandatrade.rw/procedure/876?l=en,876,6,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of medical equipment at Rusumo border,https://rwandatrade.rw/procedure/857?l=en,857,7,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of medical equipment at Rusumo border (simplified declaration),https://rwandatrade.rw/procedure/871?l=en,871,7,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of mineral water at Cyanika border,https://rwandatrade.rw/procedure/589?l=en,589,7,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of mineral water at Cyanika border (simplified declaration),https://rwandatrade.rw/procedure/643?l=en,643,7,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of mineral water at Dar Es Salaam Port - Home consumption,https://rwandatrade.rw/procedure/820?l=en,820,7,"Home consumption entry is done in order to pay duties, taxes and fee collected by customs before goods are allowed to be used within the country without any subsequent tax due."
Clearance of mineral water at Dar Es Salaam Port - Warehousing regime,https://rwandatrade.rw/procedure/821?l=en,821,7,
Clearance of mineral water at Gatuna border,https://rwandatrade.rw/procedure/588?l=en,588,7,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of mineral water at Gatuna border (simplified declaration),https://rwandatrade.rw/procedure/597?l=en,597,7,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of mineral water at Gikondo Inland Customs Office,https://rwandatrade.rw/procedure/587?l=en,587,7,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of mineral water at Gikondo Inland customs Office (simplified declaration),https://rwandatrade.rw/procedure/596?l=en,596,7,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of mineral water at Kagitumba border,https://rwandatrade.rw/procedure/642?l=en,642,7,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of mineral water at Kagitumba border (simplified declaration),https://rwandatrade.rw/procedure/598?l=en,598,7,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of mineral water at La Corniche border,https://rwandatrade.rw/procedure/591?l=en,591,7,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of mineral water at La Corniche border (simplified declaration),https://rwandatrade.rw/procedure/600?l=en,600,7,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of mineral water at Mombasa Port - Home consumption,https://rwandatrade.rw/procedure/595?l=en,595,7,"Home consumption entry is done in order to pay duties, taxes and fee collected by customs before goods are allowed to be used within the country without any subsequent tax due."
Clearance of mineral water at Mombasa Port - Warehouse regime,https://rwandatrade.rw/procedure/604?l=en,604,7,Any warehouse operator may allowed by the Customs department to keep imported dutiable goods in bonded warehouse duly licensed without payment of duty on first importation. Goods shall be entered and exited a bonded warehouse under customs control.
Clearance of mineral water at Nemba border,https://rwandatrade.rw/procedure/670?l=en,670,7,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of mineral water at Nemba border (simplified declaration),https://rwandatrade.rw/procedure/671?l=en,671,7,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of mineral water at Poids Lourds border,https://rwandatrade.rw/procedure/592?l=en,592,7,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of mineral water at Poids Lourds border (simplified declaration),https://rwandatrade.rw/procedure/601?l=en,601,7,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of mineral water at Rusizi I border,https://rwandatrade.rw/procedure/593?l=en,593,7,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of mineral water at Rusizi I border (simplified declaration),https://rwandatrade.rw/procedure/602?l=en,602,7,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of mineral water at Rusizi II border,https://rwandatrade.rw/procedure/594?l=en,594,7,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of mineral water at Rusizi II border (simplified declaration),https://rwandatrade.rw/procedure/603?l=en,603,7,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of mineral water at Rusumo border,https://rwandatrade.rw/procedure/590?l=en,590,7,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of mineral water at Rusumo border (simplified declaration),https://rwandatrade.rw/procedure/599?l=en,599,7,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of motor vehicle at Dar Es Salaam Port - Warehousing,https://rwandatrade.rw/procedure/714?l=en,714,7,Any warehouse operator may allowed by the Customs department to keep imported dutiable goods in bonded warehouse duly licensed without payment of duty on first importation. Goods shall be entered and exited a bonded warehouse under customs control.
Clearance of motor vehicles at Dar Es Salaam Port - Home consumption,https://rwandatrade.rw/procedure/713?l=en,713,7,"Home consumption entry is done in order to pay duties, taxes and fee collected by customs before goods are allowed to be used within the country without any subsequent tax due."
Clearance of motor vehicles at Gikondo Inland Customs Office,https://rwandatrade.rw/procedure/415?l=en,415,7,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of motor vehicles at Mombasa Port - Home consumption,https://rwandatrade.rw/procedure/715?l=en,715,7,"Home consumption entry is done in order to pay duties, taxes and fee collected by customs before goods are allowed to be used within the country without any subsequent tax due."
Clearance of plant products at Dar Es Salaam Port - Home consumption,https://rwandatrade.rw/procedure/701?l=en,701,8,
Clearance of plant products at Dar Es Salaam Port - Warehousing,https://rwandatrade.rw/procedure/702?l=en,702,8,
Clearance of plants and plant products at Cyanika border,https://rwandatrade.rw/procedure/666?l=en,666,8,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of plants and plant products at Cyanika border (simplified declaration),https://rwandatrade.rw/procedure/664?l=en,664,8,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of plants and plant products at Gatuna border,https://rwandatrade.rw/procedure/265?l=en,265,8,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of plants and plant products at Gatuna border (simplified declaration),https://rwandatrade.rw/procedure/117?l=en,117,8,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of plants and plant products at Gikondo Inland Customs Office,https://rwandatrade.rw/procedure/279?l=en,279,8,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of plants and plant products at Gikondo Inland Customs Office (simplified declaration),https://rwandatrade.rw/procedure/283?l=en,283,8,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of plants and plant products at Kagitumba border,https://rwandatrade.rw/procedure/245?l=en,245,8,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of plants and plant products at Kagitumba border (simplified declaration),https://rwandatrade.rw/procedure/267?l=en,267,8,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of plants and plant products at La Corniche border,https://rwandatrade.rw/procedure/266?l=en,266,8,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of plants and plant products at La Corniche border (simplified declaration),https://rwandatrade.rw/procedure/115?l=en,115,8,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of plants and plant products at Mombasa Port - Home consumption,https://rwandatrade.rw/procedure/285?l=en,285,8,"Home consumption entry is done in order to pay duties, taxes and fee collected by customs before goods are allowed to be used within the country without any subsequent tax due."
Clearance of plants and plant products at Mombasa Port - Warehouse regime,https://rwandatrade.rw/procedure/242?l=en,242,8,Any warehouse operator may allowed by the Customs department to keep imported dutiable goods in bonded warehouse duly licensed without payment of duty on first importation. Goods shall be entered and exited a bonded warehouse under customs control.
Clearance of plants and plant products at Nemba border,https://rwandatrade.rw/procedure/667?l=en,667,8,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of plants and plant products at Nemba border (simplified declaration),https://rwandatrade.rw/procedure/665?l=en,665,8,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of plants and plant products at Poids Lourds border,https://rwandatrade.rw/procedure/270?l=en,270,8,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of plants and plant products at Poids Lourds border (simplified declaration),https://rwandatrade.rw/procedure/271?l=en,271,8,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of plants and plant products at Rusizi I border,https://rwandatrade.rw/procedure/287?l=en,287,8,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of plants and plant products at Rusizi I border (simplified declaration),https://rwandatrade.rw/procedure/289?l=en,289,8,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of plants and plant products at Rusizi II border,https://rwandatrade.rw/procedure/288?l=en,288,8,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of plants and plant products at Rusizi II border (simplified declaration),https://rwandatrade.rw/procedure/290?l=en,290,8,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of plants and plant products at Rusumo border,https://rwandatrade.rw/procedure/241?l=en,241,8,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of plants and plant products at Rusumo border (simplified declaration),https://rwandatrade.rw/procedure/153?l=en,153,8,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of poultry at Cyanika border,https://rwandatrade.rw/procedure/660?l=en,660,8,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
Clearance of poultry at Cyanika border (simplified declaration),https://rwandatrade.rw/procedure/662?l=en,662,8,"Dutiable goods with customs value not exceeding Frw 500,000 may be cleared using simplified declaration. Customs simplified declaration is registered and assessed by Customs officers in order to facilitate small cross border traders declaring small consignments at the borders, bus terminals or post offices."
Clearance of poultry at Gatuna border,https://rwandatrade.rw/procedure/468?l=en,468,8,Customs declaration is registered and assessed by a clearing agent appointed by the importer of goods. The clearing agency and/or trader are liable for all information declared on customs declaration.
